"CODE","NAME","POSTCODE","NUMBER_OF_PRACTITIONERS","NUMBER_OF_PATIENTS"
"N81057","TOWER HOUSE PRACTICE","WA7 1AB",15,12926
"N81064","NEWTOWN SURGERY","WA8 7GD",4,7096
"N81066","GROVE HOUSE PRACTICE","WA7 1AB",23,14536
"N81072","MURDISHAW","WA7 6ES",6,8244
"N81096","BROOKVALE PRACTICE","WA7 2UT",16,8668
"N81119","HOUGH GREEN HEALTH PARK","WA8 4NJ",3,5098
"N81619","OAKS PLACE SURGERY","WA8 7GD",3,3886
"N81651","UPTON ROCKS PRIMARY CARE","WA8 7NU",5,3514
"P87002","THE POPLARS MEDICAL PRACTICE","M27 0NA",18,11697
"P87004","1/SALFORD MEDICAL PRACTICE","M6 5PP",15,6699
"P87008","WALKDEN MEDICAL CENTRE","M28 3AT",14,8564
"P87015","PENDLETON MEDICAL CENTRE","M6 5FX",9,3822
"P87016","THE SIDES MEDICAL PRACTICE","M27 0EW",21,13185
"P87017","THE LIMES MEDICAL PRACTICE","M28 3AT",10,5226
"P87019","SILVERDALE MEDICAL PRACTICE","M27 8HP",20,12572
"P87020","ST ANDREWS MEDICAL CENTRE","M30 0NU",17,15630
"P87022","MOCHA PARADE MEDICAL PRACTICE","M7 3SE",4,2046
"P87024","3/SPRINGFIELD HOUSE MEDICAL PRACTICE","M30 8QD",12,10434
"P87025","THE LAKES MEDICAL PRACTICE","M27 4AF",21,9668
"P87026","NEWBURY GREEN MEDICAL PRACTICE","M7 4NX",18,11764
"P87027","LANGWORTHY MEDICAL PRACTICE","M6 5WW",23,19601
"P87028","THE GILL MEDICAL PRACTICE","M28 3DR",20,7173
"P87032","ORIENT ROAD MEDICAL PRACTICE","M6 8LE",8,5467
"P87035","ORDSALL HEALTH SURGERY","M5 3PH",8,10525
"P87040","SORREL BANK MEDICAL PRACTICE","M6 7HL",13,8990
"P87610","THE MOSSLANDS MEDICAL PRACTICE","M44 5LH",18,13479
"P87613","CLEGGS LANE MEDICAL PRACTICE/129","M38 9RS",5,3913
"P87618","WALKDEN GATEWAY MEDICAL PRACTICE","M28 3EZ",17,2083
"P87620","1/MONTON MEDICAL PRACTICE","M30 8AR",9,9604
"P87624","ELLENBROOK MEDICAL CENTRE","M28 1PB",10,5141
"P87625","DEARDEN AVENUE MEDICAL PRACTICE","M38 9GH",6,2470
"P87627","ORCHARD MEDICAL PRACTICE","M28 1LZ",3,3203
"P87630","CHERRY MEDICAL PRACTICE","M28 0AY",6,2842
"P87634","CLARENDON SURGERY","M6 5FX",18,10524
"P87639","CORNERSTONE MEDICAL PRACTICE","M6 5QQ",6,3338
"P87648","REUT MEDICAL PRACTICE","M7 4NX",4,6107
"P87649","CHAPEL GROUP MEDICAL CENTRE","M44 6FE",10,6628
"P87651","LIMEFIELD ROAD MEDICAL PRACTICE","M7 4NX",7,5592
"P87654","DR A CHAUDHRY & DR I JEET","M7 1RD",18,11136
"P87657","(IRLAM) SALFORD CARE CTRS MEDICAL PRACTI","M44 6DP",10,2918
"P87658","THE WILLOWS MEDICAL PRACTICE","M5 5JR",2,3480
"P87661","MANCHESTER ROAD EAST MEDICAL PRACTICE","M28 0BB",4,2171
"Y00445","SALFORD PRIMARY CARE TOGETHER","M28 0BB",25,20639
"Y02622","BLACKFRIARS","M3 6AF",5,13913
"Y02625","CARE HOMES MEDICAL PRACTICE","M6 5FW",6,1040
"Y02767","THE HEIGHT GENERAL PRACTICE","M6 7NJ",10,5637
"A82004","ALSTON MEDICAL PRACTICE","CA9 3QX",6,2246
"A82006","APPLEBY MEDICAL PRACTICE","CA16 6QR",10,5027
"A82012","BRAMPTON MEDICAL PRACTICE","CA8 1NL",27,16570
"A82013","UPPER EDEN MEDICAL PRACTICE","CA17 4RB",20,6675
"A82014","CALDBECK SURGERY","CA7 8DS",9,4398
"A82015","CARLISLE CENTRAL PRACTICE","CA1 1EB",10,5308
"A82016","CARLISLE HEALTHCARE","CA1 1DG",45,36897
"A82018","SPENCER ST SURGERY","CA1 1BP",14,12856
"A82019","FUSEHILL MEDICAL PRACTICE","CA1 2HE",11,8125
"A82020","EDEN MEDICAL GROUP","CA2 7AJ",20,15849
"A82021","CASTLEGATE AND DERWENT SURGERY","CA13 9HT",29,17514
"A82022","DALSTON MEDICAL GROUP","CA5 7PZ",11,5086
"A82023","DISTINGTON SURGERY","CA14 5UR",12,5299
"A82024","SEASCALE HEALTH CENTRE","CA20 1PN",18,5776
"A82028","CASTLEHEAD MEDICAL CENTRE","CA12 4DB",13,8425
"A82029","THE CROFT SURGERY","CA7 5JH",8,3431
"A82031","SHAP MEDICAL PRACTICE","CA10 3LW",8,3112
"A82032","MARYPORT HEALTH SERVICES","CA15 8EL",25,13849
"A82035","BIRBECK MEDICAL GROUP","CA11 8HW",27,14323
"A82036","THE LAKES MEDICAL PRACTICE","CA11 8HW",15,10677
"A82037","SILLOTH GROUP MEDICAL PRACTICE","CA7 4AH",4,4345
"A82038","TEMPLE SOWERBY MEDICAL PRACTICE","CA10 1RW",11,4887
"A82041","LOWTHER MEDICAL CENTRE","CA28 7RG",22,10107
"A82044","FELLVIEW HEALTHCARE","CA22 2BD",24,24387
"A82045","WIGTON GROUP MEDICAL PRACTICE","CA7 9QD",13,8905
"A82047","JAMES STREET GROUP PRACT","CA14 2DL",22,33089
"A82055","ASPATRIA MEDICAL GROUP","CA7 3HH",12,6833
"A82058","QUEEN STREET MEDICAL PRACTICE","CA28 7BA",8,4343
"A82064","WESTCROFT HOUSE SURGERY","CA22 2DB",9,4959
"A82075","MANSION HOUSE SURGERY","CA28 7BU",13,7025
"A82617","KIRKOSWALD SURGERY","CA10 1DQ",7,2694
"A82620","GLENRIDDING HEALTH CENTRE","CA11 0PD",4,915
"A82631","COURT THORN SURGERY","CA4 0HP",7,3562
"A82646","LONGTOWN MEDICAL CENTRE","CA6 5XA",10,3552
"A82654","WARWICK SQUARE GROUP PRACTICE","CA1 1LB",10,7652
"N83009","WINGATE MEDICAL CENTRE","L33 6YJ",17,12188
"N83013","THE HEALTH CENTRE SURGERY","L26 9UH",9,4944
"N83014","DINAS LANE MEDICAL CENTRE","L36 2NW",9,10671
"N83015","BLUEBELL LANE SURGERY","L36 7XY",3,4666
"N83018","STOCKBRIDGE VILLAGE HC","L28 1ST",14,8771
"N83024","PARK HOUSE MEDICAL CENTRE","L34 1ND",10,7531
"N83025","CORNERWAYS MEDICAL CENTRE","L36 3TN",6,9260
"N83028","ASTON HEALTHCARE LIMITED","L36 0UB",21,24000
"N83030","DR M SUARES' PRACTICE","L14 0JE",8,5407
"N83031","ROSEHEATH SURGERY","L26 9UH",2,2590
"N83032","MILLBROOK MEDICAL CENTRE","L32 9PF",10,11633
"N83033","ST. LAURENCE'S MEDICAL CENTRE","L32 9QU",6,5777
"N83043","LONGVIEW MEDICAL CENTRE","L36 6EB",4,3935
"N83047","TARBOCK MEDICAL CENTRE","L36 0UB",3,4881
"N83055","TRENTHAM MEDICAL CENTRE","L32 8RE",5,5781
"N83601","THE MACMILLAN SURGERY","L32 8RE",6,6294
"N83603","PRESCOT MEDICAL CENTRE","L34 1ND",9,6798
"N83605","HOLLIES MEDICAL CENTRE","L26 0TH",7,5945
"N83608","DR MAASSARANI & PARTNERS","L33 1XT",8,10714
"N83609","CEDAR CROSS MEDICAL CENTRE","L35 3SX",3,4170
"N83610","COLBY MEDICAL CENTRE","L36 7XY",1,2349
"N83619","ROBY MEDICAL CENTRE","L36 4NP",5,2317
"N83621","HILLSIDE HOUSE SURGERY","L36 7XY",3,2817
"N83622","PRIMROSE MEDICAL PRACTICE","L36 7XY",2,2620
"N83633","NUTGROVE VILLA SURGERY","L36 6GA",6,3742
"A82003","ULVERSTON HEALTH CENTRE (MURRAY)","LA12 7BT",15,11371
"A82005","AMBLESIDE HEALTH CENTRE","LA22 9BP",21,6199
"A82007","DUKE STREET SURGERY","LA14 1LF",14,9765
"A82008","NORWOOD MEDICAL CENTRE","LA14 5ES",18,11033
"A82009","BRIDGEGATE MEDICAL CENTRE","LA13 9SH",16,8804
"A82010","ABBEY ROAD SURGERY","LA14 2LB",9,6503
"A82025","CAPTAIN FRENCH SURGERY","LA9 4JE",22,10803
"A82026","THE JAMES COCHRANE PRACT.","LA9 7HR",26,17586
"A82027","STATION HOUSE SURGERY","LA9 6SA",20,9938
"A82030","LUNESDALE SURGERY","LA6 2HQ",15,6498
"A82033","WATERLOO HOUSE SURGERY","LA18 4BY",14,8065
"A82039","DALTON SURGERY","LA15 8AB",16,8786
"A82046","WINDERMERE HEALTH CENTRE","LA23 2EG",16,5270
"A82053","NUTWOOD MEDICAL PRACTICE","LA11 7DJ",19,7724
"A82062","ATKINSON HEALTH CENTRE","LA14 2LB",8,5043
"A82068","ULVERSTON COMMUNITY HEALTH CENTRE","LA12 7BT",6,4490
"A82070","ST. MARY'S SURGERY","LA23 1BA",10,6382
"A82071","BURNETT EDGAR MEDICAL CTR","LA14 3HY",6,4274
"A82072","RISEDALE SURGERY","LA14 2LB",8,6516
"A82077","LIVERPOOL HOUSE SURGERY","LA13 9QY",4,5233
"A82608","SEDBERGH MEDICAL PRACTICE","LA10 5DL",9,4496
"A82613","WRAYSDALE HOUSE SURGERY","LA21 8ER",4,1027
"A82629","THE FAMILY PRACTICE","LA14 5SL",5,3051
"A82647","CARTMEL SURGERY","LA11 6PH",7,2992
"A82650","HAVERTHWAITE SURGERY","LA12 8QF",6,2805
"A82651","DUDDON VALLEY MEDICAL PRACTICE","LA17 7TE",5,4755
"B82061","BENTHAM MEDICAL PRACTICE","LA2 7JP",12,7318
"P81002","LANCASTER MEDICAL PRACTICE","LA1 1PN",69,66190
"P81013","QUEEN SQUARE MEDICAL PRACTICE","LA1 1RP",27,15214
"P81029","ASH TREES SURGERY","LA5 9JU",37,25185
"P81113","PARK VIEW SURGERY","LA7 7PS",8,6161
"Y01008","BAY MEDICAL GROUP","LA3 2LE",68,54096
"N84001","42 KINGSWAY","L22 4RQ",14,9440
"N84002","AINTREE ROAD MEDICAL CENTRE","L20 9DL",3,2485
"N84003","HIGH PASTURES SURGERY","L31 2HW",14,10369
"N84004","GLOVERS LANE SURGERY","L30 5TA",9,7576
"N84007","LIVERPOOL RD MEDICAL PRACTICE","L23 5TE",4,5868
"N84010","MAGHULL FAMILY SURGERY","L31 0DJ",3,5537
"N84011","EASTVIEW SURGERY","L22 4QD",5,6650
"N84015","BOOTLE VILLAGE SURGERY","L20 3EW",8,6269
"N84016","MOORE STREET MEDICAL CENTRE","L20 4SE",6,6223
"N84019","NORTH PARK HEALTH CENTRE","L20 5DQ",10,6449
"N84020","BLUNDELLSANDS SURGERY","L23 6TZ",14,10038
"N84023","BRIDGE ROAD MEDICAL CENTRE","L21 6PH",11,7221
"N84025","WESTWAY MEDICAL CENTRE","L31 0DJ",17,9007
"N84026","CROSBY VILLAGE SURGERY","L23 2TE",5,2952
"N84027","ORRELL PARK MEDICAL CENTRE","L9 8BU",6,4621
"N84028","THE STRAND MEDICAL CENTRE","L20 5BW",9,7489
"N84029","FORD MEDICAL PRACTICE","L21 0DF",12,5935
"N84034","PARK STREET SURGERY","L20 3DF",14,5831
"N84035","15 SEFTON ROAD","L21 9HA",5,4093
"N84038","CONCEPT HOUSE SURGERY","L20 3BG",9,5866
"N84041","KINGSWAY SURGERY","L22 4RQ",8,5263
"N84043","SEAFORTH VILLAGE SURGERY","L21 3TA",3,2009
"N84605","LITHERLAND PRACTICE","L21 9JN",6,3783
"N84615","RAWSON ROAD MEDICAL CENTRE","L21 1HP",3,2751
"N84621","GREAT CROSBY AND THORNTON","L23 1TQ",15,2884
"N84626","HIGHTOWN VILLAGE SURGERY","L38 3RY",8,1969
"N84627","CROSSWAYS PRACTICE","L23 0QW",4,2512
"N84630","NETHERTON SURGERY","L30 5SP",4,2697
"Y00446","MAGHULL PRACTICE","L31 0DJ",4,3204
"N84005","CUMBERLAND HOUSE SURGERY","PR8 6PG",10,11198
"N84006","CHAPEL LANE SURGERY","L37 4DL",17,7930
"N84008","NORWOOD SURGERY","PR9 7EG",13,9778
"N84012","AINSDALE MEDICAL CENTRE","PR8 3HW",15,11637
"N84013","CHRISTIANA HARTLEY MEDICAL PRACTICE","PR8 6PL",12,10688
"N84014","AINSDALE VILLAGE SURGERY","PR8 3LB",6,3554
"N84017","CHURCHTOWN MEDICAL CENTRE","PR9 7LT",16,9834
"N84018","THE VILLAGE SURGERY FORMBY","L37 4AW",12,13743
"N84021","ST MARKS MEDICAL CENTRE (TCG MEDICAL)","PR9 0TZ",22,16570
"N84024","GRANGE SURGERY","PR8 2AD",11,9442
"N84037","LINCOLN HOUSE SURGERY","PR8 4PR",3,2038
"N84613","THE CORNER SURGERY (DR MULLA)","PR9 9XP",8,4110
"N84614","THE MARSHSIDE SURGERY","PR9 9XL",4,2948
"N84617","KEW SURGERY","PR8 6RG",2,4452
"N84618","THE HOLLIES FAMILY SURGERY","L37 4AF",9,4077
"N84625","THE FAMILY SURGERY","PR8 4DB",12,4537
"P88002","MARPLE BRIDGE SURGERY","SK6 5AA",11,6338
"P88003","MANOR MEDICAL PRACTICE","SK2 5AR",11,9198
"P88005","FAMILY SURGERY","SK5 6RN",21,11450
"P88006","MARPLE COTTAGE SURGERY","SK6 6BW",13,7718
"P88007","CHEADLE HULME MEDICAL GROUP","SK8 6LU",15,13786
"P88008","HEATON MERSEY MED.PRACT.","SK4 3BT",13,8144
"P88009","WOODLEY VILLAGE SURGERY","SK6 1ND",5,3336
"P88011","HEATON NORRIS MEDICAL PRACTICE","SK4 1JX",25,7375
"P88012","BEECH HOUSE MEDICAL PRACT","SK7 4QR",20,7929
"P88013","CARITAS GENERAL PRACTICE PARTNERSHIP","SK2 6BZ",20,12805
"P88014","ADSHALL ROAD MEDICAL PRAC","SK8 2JN",12,4740
"P88015","BRAMHALL HEALTH CENTRE","SK7 2DY",19,12207
"P88016","BRAMHALL & SHAW HEATH MEDICAL GROUP","SK7 3EP",19,14176
"P88017","CHADSFIELD MEDICAL PRACTICE","SK6 4QR",16,6882
"P88018","PARK VIEW GROUP PRACTICE","SK5 6ET",16,9471
"P88019","ALVANLEY FAMILY PRACTICE","SK6 1ND",8,5962
"P88020","CHEADLE MEDICAL PRACTICE","SK8 1BH",22,11753
"P88021","MARPLE MEDICAL PRACTICE","SK6 6AB",15,7084
"P88023","HEALD GREEN HEALTH CENTRE 2","SK8 3JD",13,6685
"P88024","GATLEY MEDICAL CENTRE","SK8 4DG",16,9747
"P88025","HULME HALL MEDICAL GROUP","SK8 6LU",14,10785
"P88026","HEATON MOOR MEDICAL GROUP","SK4 4NX",53,45802
"P88031","BRACONDALE MEDICAL CENTRE","SK2 6EQ",10,5501
"P88034","CALE GREEN SURGERY","SK3 8JE",3,4013
"P88041","THE VILLAGE SURGERY","SK7 2DN",12,7246
"P88042","FINNEY LANE SURGERY","SK8 3JD",15,6770
"P88043","BRINNINGTON SURGERY","SK5 8BS",15,9310
"P88044","BREDBURY MEDICAL CENTRE","SK6 2AH",7,4298
"P88606","SPRINGFIELD SURGERY","SK7 4AA",10,5826
"P88607","THE GUYWOOD PRACTICE","SK6 4QR",5,2954
"P88610","SOUTH REDDISH MEDICAL CTR 2","SK5 7QU",4,3550
"P88615","VERNON PARK SURGERY","SK1 2EX",2,3181
"P88623","HIGH LANE MEDICAL CENTRE","SK6 8DR",13,6530
"P88625","ARCHWOOD MEDICAL PRACTICE","SK6 1ND",15,7975
"P88632","STOCKPORT MEDICAL GROUP","SK3 9NX",29,17404
"Y00912","DR H LLOYD'S PRACTICE","SK2 6JG",5,1836
"N83001","RAINBOW MEDICAL CENTRE","WA9 3PN",22,14665
"N83002","PATTERDALE LODGE MED CTRE","WA12 9NA",14,11973
"N83003","ORMSKIRK HOUSE SURGERY","WA10 2DJ",5,7434
"N83005","VISTA ROAD SURGERY","WA12 9ED",7,8358
"N83006","PHOENIX MEDICAL CENTRE","WA10 2HT",5,3558
"N83007","LINGHOLME HEALTH CENTRE","WA10 2HT",2,2582
"N83008","BERRYMEAD FAMILY MED.CTR.","WA9 3RP",8,7909
"N83010","RAINHILL VILLAGE SURGERY","L35 4LP",9,6931
"N83012","MILL STREET MEDICAL CTR.","WA10 2BD",15,10647
"N83017","HALL STREET MEDICAL CENTRE","WA10 1DW",5,4895
"N83019","BILLINGE MEDICAL PRACTICE","WN5 7LY",15,8754
"N83020","HAYDOCK MEDICAL CENTRE","WA11 0NA",19,14925
"N83021","FOUR ACRE HEALTH CENTRE","WA9 4QB",8,8323
"N83023","ATLAS MEDICAL PRACTICE","WA9 1LN",20,6556
"N83026","PARKFIELD SURGERY","WA10 2DJ",1,2579
"N83027","CENTRAL SURGERY","WA10 2DJ",9,6659
"N83035","THE SPINNEY MEDICAL CTR.","WA10 3EB",12,7141
"N83041","RAINFORD HEALTH CENTRE","WA11 8AZ",7,4773
"N83045","NEWTON PRACTICE","WA12 0JJ",9,4787
"N83049","KENNETH MACRAE MED CENTRE","WA11 8HJ",5,4006
"N83050","THE BOWERY MEDICAL CENTRE","WA9 5PR",4,4103
"N83053","LONGTON MEDICAL CENTRE","L35 4LL",8,5701
"N83054","BETHANY MEDICAL CENTRE","WA10 4GW",4,4173
"N83060","HOLLY BANK SURGERY","WA9 1LN",2,3591
"N83604","CORNERSTONE SURGERY","WA9 1LN",5,2436
"N83614","ECCLESTON MEDICAL CENTRE","WA10 5RG",11,5041
"N83620","WINDERMERE MEDICAL CENTRE","WA11 7AG",4,3339
"N83624","DR RAHIL'S SURGERY","WA11 0DN",2,2966
"N83628","NEWTON COMMUNITY HOSPITAL PRACTICE","WA12 8RB",3,4533
"N83635","THE CROSSROADS SURGERY","L35 4LL",7,2614
"N83637","NEWHOLME SURGERY","WA10 2DJ",3,3409
"Y00475","GARSWOOD SURGERY","WN4 0XD",7,5121
"Y02510","MARSHALLS CROSS MEDICAL CENTRE","WA9 3DA",7,5634
"C81077","HOWARD STREET MEDICAL PRACTICE","SK13 7DE",9,3421
"C81081","MANOR HOUSE SURGERY","SK13 8PS",19,17175
"C81106","LAMBGATES HEALTH CENTRE","SK13 1DJ",10,6492
"C81615","COTTAGE LANE SURGERY","SK13 6EQ",6,2220
"C81640","SIMMONDLEY MEDICAL PRACTICE","SK13 6NN",4,3782
"P89002","THE BROOKE SURGERY","SK14 1AT",14,13029
"P89003","ALBION MEDICAL PRACTICE","OL6 6HF",12,9457
"P89004","AWBURN HOUSE MEDICAL PRACTICE","SK14 6LA",6,6822
"P89005","LOCKSIDE MEDICAL CENTRE","SK15 2PT",10,8222
"P89007","STAVELEIGH MEDICAL CENTRE","SK15 2AE",13,6757
"P89008","ASHTON MEDICAL GROUP","OL6 6EW",19,18362
"P89010","MEDLOCK VALE MEDICAL PRACTICE","M43 7BW",17,8073
"P89011","GORDON STREET MEDICAL CENTRE","OL6 6NE",10,4790
"P89012","CLARENDON MEDICAL CENTRE","SK14 2AQ",11,7413
"P89013","HATTERSLEY GROUP PRACTICE","SK14 3EH",10,5559
"P89014","HAUGHTON THORNLEY MEDICAL CENTRES","SK14 1JY",11,13044
"P89015","MILLGATE HEALTHCARE PARTNERSHIP","M34 2AJ",18,20028
"P89016","DONNEYBROOK MEDICAL CENTRE","SK14 2AH",10,8763
"P89018","DENTON MEDICAL PRACTICE","M34 3JE",12,8369
"P89020","HT PRACTICE","OL7 0NW",14,8185
"P89021","DUKINFIELD MEDICAL PRACTICE","SK16 4DB",16,10863
"P89022","KING STREET MEDICAL CENTRE","SK16 4JZ",9,3758
"P89023","ST. ANDREW'S HOUSE SURGERY","SK15 2AU",8,5255
"P89025","TOWN HALL SURGERY","SK16 4LD",4,3035
"P89026","GROSVENOR MEDICAL CENTRE","SK15 1RZ",8,6322
"P89029","MARKET STREET MEDICAL PRACTICE","M43 6DE",6,5852
"P89030","WEST END MEDICAL CENTRE","OL7 0LH",8,4179
"P89602","THE SMITHY SURGERY","SK14 8LN",9,4170
"P89609","STAMFORD HOUSE","OL6 9QH",5,4969
"P89612","MOSSLEY MEDICAL PRACTICE","OL5 9AB",5,2251
"P89613","WATERLOO MEDICAL CENTRE","OL7 9EJ",2,3226
"P89618","PIKE MEDICAL PRACTICE","OL5 0HE",7,2240
"Y02586","ASHTON GP SERVICE","OL6 7SR",6,3895
"Y02663","DROYLSDEN MEDICAL PRACTICE","M43 7NP",8,4239
"Y02713","GUIDE BRIDGE MEDICAL PRACTICE","M34 5HY",5,5174
"Y02936","MILLBROOK MEDICAL PRACTICE","SK15 3BJ",4,3590
"P91003","PARK MEDICAL PRACTICE","WA15 6QQ",12,6230
"P91004","ALTRINCHAM MEDICAL PRACTICE","WA14 2DD",16,7917
"P91006","URMSTON GROUP PRACTICE","M41 8AA",19,13302
"P91007","TIMPERLEY HEALTH CENTRE (WESTWOOD)","WA15 6PH",2,4559
"P91008","SHAY LANE MEDICAL CENTRE (KELMAN)","WA15 8NZ",9,6005
"P91009","DAVYHULME MEDICAL CENTRE","M41 7WJ",16,11445
"P91011","SHAY LANE MEDICAL CENTRE (PATEL)","WA15 8NZ",11,5936
"P91012","PRIMROSE SURGERY","M41 7AB",14,7188
"P91013","BOUNDARY HOUSE MEDICAL CENTRE","M33 2RH",16,11324
"P91014","WASHWAY ROAD MEDICAL CENTRE","M33 7SS",22,16193
"P91016","WEST TIMPERLEY MEDICAL CENTRE","WA14 5PF",12,9391
"P91017","BODMIN ROAD HEALTH CENTRE","M33 5JH",10,8720
"P91018","DELAMERE MEDICAL PRACTICE","M32 0DF",23,13924
"P91019","PARTINGTON CENTRAL SURGERY","M31 4FY",8,3673
"P91020","LIMELIGHT HEALTH AND WELLBEING HUB","M16 9NW",16,9385
"P91021","FIRSWAY HEALTH CENTRE","M33 4BR",33,15323
"P91026","PARTINGTON FAMILY PRACTICE","M31 4FL",8,5385
"P91029","FLIXTON ROAD MEDICAL CENTRE","M41 5BG",7,12496
"P91032","DERBYSHIRE ROAD SOUTH SURGERY","M33 3JP",4,1
"P91035","CONWAY ROAD MEDICAL PRACTICE","M33 2TB",17,12545
"P91603","BARRINGTON MEDICAL CENTRE","WA14 1PF",10,6828
"P91604","ST JOHNS MEDICAL CENTRE","WA14 1PF",26,17592
"P91617","FAMILY SURGERY","WA14 1LL",2,2613
"P91619","OLD TRAFFORD MEDICAL PRACTICE","M16 0LW",4,33
"P91623","VILLAGE SURGERY","WA15 6PH",10,5346
"P91625","GLOUCESTER HOUSE MEDICAL CENTRE","M41 9JS",3,37
"P91627","LOSTOCK MEDICAL CENTRE","M32 9PA",3,8249
"P91629","NORTH TRAFFORD GROUP PRACTICE","M32 0PA",21,14978
"P91631","RIDDINGS FAMILY HEALTH CENTRE","WA15 6BP",3,3147
"P91633","GROVE MEDICAL PRACTICE","WA15 6PH",12,5467
"N81007","HOLES LANE MEDICAL LTD.","WA1 4NE",15,10170
"N81012","GUARDIAN STREET MED/CTR","WA5 1UD",22,10570
"N81014","BROOKFIELD SURGERY","WA13 9DB",13,9196
"N81020","PENKETH HEALTH CENTRE","WA5 2EY",20,13189
"N81028","CAUSEWAY MEDICAL CENTRE","WA4 6QA",9,9013
"N81036","SPRINGFIELDS MEDICAL CENTRE","WA1 1UG",10,7591
"N81041","HELSBY STREET MED/CTR","WA1 3AW",11,8465
"N81048","FEARNHEAD CROSS MED.CTR.","WA2 0HD",18,13824
"N81056","FOLLY LANE MEDICAL CENTRE","WA5 0LU",23,10357
"N81059","CULCHETH MEDICAL CENTRE","WA3 4DZ",16,12435
"N81065","LATCHFORD MEDICAL CENTRE","WA4 1LJ",7,7416
"N81075","STOCKTON HEATH MED.CENTRE","WA4 6HJ",24,16283
"N81083","PARKVIEW MEDICAL CENTRE","WA2 8HE",5,5232
"N81089","GREENBANK SURGERY","WA1 3RB",12,8434
"N81097","DALLAM LANE MEDICAL CENTRE","WA2 7NG",5,2734
"N81107","MANCHESTER ROAD SURGERY","WA1 3RB",8,3215
"N81108","THE LAKESIDE SURGERY","WA13 0QE",7,10559
"N81109","PADGATE MEDICAL CENTRE","WA2 0RX",14,6530
"N81114","BIRCHWOOD MEDICAL CENTRE","WA3 7PJ",19,11182
"N81122","WESTBROOK MEDICAL CENTRE","WA5 8UF",11,10703
"N81623","STRETTON MEDICAL CENTRE","WA4 4NE",7,8197
"N81628","THE ERIC MOORE PARTNERSHIP","WA2 7NJ",8,11442
"N81637","COCKHEDGE MEDICAL CENTRE","WA1 2QQ",1,3020
"N81645","4 SEASONS MEDICAL CENTRE","WA2 8HE",2,2631
"Y01108","FAIRFIELD SURGERY","WA1 3RB",5,3537
"Y04925","CHAPELFORD PRIMARY CARE CENTRE","WA5 3AL",7,7025
"P81014","ORMSKIRK MEDICAL PRACTICE","L39 2BY",10,9008
"P81039","MANOR PRIMARY CARE","WN8 6DS",3,5447
"P81041","PARKGATE SURGERY","L39 4QR",7,9011
"P81045","THE ELMS PRACTICE","L39 2BY",3,5009
"P81084","HALL GREEN SURGERY","WN8 0AB",10,7574
"P81096","PARBOLD SURGERY","WN8 7DN",10,7067
"P81112","BEACON PRIMARY CARE","WN8 8LA",19,16933
"P81136","DR A BISARYA","WN8 8LA",3,2716
"P81138","BURSCOUGH FAMILY PRACTICE","L40 4LA",4,2579
"P81201","ASHURST PRIMARY CARE","WN8 6QS",4,5586
"P81208","EXCEL PRIMARY CARE","WN8 9BW",8,18173
"P81646","LATHOM HOUSE SURGERY","L40 4LA",6,4292
"P81674","STANLEY COURT SURGERY","L40 4LA",7,5767
"P81695","AUGHTON SURGERY","L39 6SE",9,6054
"P81710","TARLETON GROUP PRACTICE","PR4 6UJ",14,9757
"P92001","MEDICENTRE","WN4 9AZ",5,5608
"P92002","BRAITHWAITE RD SURGERY","WA3 2HY",10,5261
"P92003","THE DICCONSON GROUP PRACTICE","WN6 7LB",12,9050
"P92004","DR TUN & PARTNERS","WN2 3HQ",10,7889
"P92005","ZAMAN","WN3 5HL",5,4153
"P92006","DR AHMAD & PTNRS","WN2 5NG",8,6121
"P92007","OLD HENRY STREET MED CTR","WN7 2PG",15,6900
"P92008","BRADSHAW MEDICAL CENTRE","WN5 0AB",9,8770
"P92010","BEECH HILL MEDICAL PRACTICE","WN6 7PD",15,12451
"P92011","SULLIVAN WAY SURGERY","WN1 3TB",14,7768
"P92012","HIGH STREET MEDICAL CENTRE","WA3 3GS",10,4410
"P92014","STANDISH MEDICAL PRACTICE","WN6 0HD",23,13123
"P92015","ASPULL SURGERY","WN2 1XH",8,5576
"P92016","PENNYGATE MEDICAL CENTRE","WN2 2QG",24,18037
"P92017","SHEVINGTON SURGERY","WN6 8ET",12,13008
"P92019","PEMBERTON SURGERY","WN5 9QX",10,10283
"P92020","SIVAKUMAR & PARTNER","M29 7BS",6,4658
"P92021","NEWTOWN MEDICAL PRACTICE","WN5 9QX",8,6087
"P92023","BROOKMILL MEDICAL CENTRE","WN7 2RB",9,9026
"P92024","KUMAR FAMILY PRACTICE","WN3 5HL",9,4650
"P92026","LONGSHOOT MEDICAL PRACTICE","WN1 3NH",11,7695
"P92028","ELLIOTT STREET SURGERY","M29 8FL",7,4962
"P92029","WESTLEIGH MEDICAL PRACTICE","WN7 5JE",7,4493
"P92030","DR SEABROOK","WN1 2AZ",3,4520
"P92031","PLATT HOUSE SURGERY","WN2 5NG",3,3685
"P92033","THE SURGERY, TYLDESLEY","M29 8AL",4,4688
"P92034","BRYN CROSS SURGERY","WN4 0AR",8,5567
"P92038","SAXENA L","WN3 6JN",3,3167
"P92041","SSP HEALTH LIMITED ASHTON MEDICAL CENTRE","WN4 9SU",10,8153
"P92042","DR KK CHAN & PARTNERS","M46 9DE",10,9745
"P92602","FOXLEIGH FAMILY SURGERY","WN7 2PE",5,2275
